,SLR_sm_Relative H,SLR_sm_Precipitat,SLR_sm_Wind Speed,SLR_sm_Atmospheri,SLR_sm_Net Radiat,SLR_sm_Wind Direc,SLR_sm_Global Rad,SLR_sm_Temperatur,SLR_sm_traffic,SLR_0-15m,SLR_15-30m,SLR_30-45m,SLR_45-60m,SLR_EURO_3,SLR_EURO_2,SLR_EURO_4,SLR_EURO_5,SLR_EURO_1,SLR_EURO_6,SLR_EURO_7,SLR_VType_4,SLR_VType_3,SLR_VType_1,SLR_VType_2,SLR_FType_1,SLR_FType_2,SLR_FType_4,SLR_FType_5,SLR_FType_3,SLR_DPF_2,SLR_DPF_1,SLR_small_len,SLR_med_len,SLR_weekend,SLR_morning,SLR_mid_day,SLR_evening
181,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
182,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
183,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
184,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
185,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
186,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
187,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
188,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
189,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
190,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
191,Mediocre,Acceptable,Mediocre,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
192,Poor,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
193,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
194,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
195,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
196,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
197,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
198,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
199,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable
200,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
201,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
202,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
203,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
204,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
205,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
206,Mediocre,Mediocre,Mediocre,Good,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
207,Acceptable,Mediocre,Acceptable,Good,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
208,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
209,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
210,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
211,Acceptable,Good,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
212,Acceptable,Acceptable,,Good,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre
213,Poor,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
214,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
215,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
216,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
217,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
218,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
219,Acceptable,Mediocre,Acceptable,Good,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable
220,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
221,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
222,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
223,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre
224,Acceptable,Mediocre,Acceptable,Good,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
225,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
226,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
227,Acceptable,Mediocre,Good,Good,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
228,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
229,Acceptable,Acceptable,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre
230,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
231,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre
232,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
233,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
234,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Good,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
235,Acceptable,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
236,Acceptable,Good,Acceptable,Good,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre
237,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Acceptable
238,Acceptable,Acceptable,Acceptable,Good,Mediocre,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
239,Mediocre,Mediocre,Mediocre,Good,Mediocre,Mediocre,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Mediocre,Mediocre,Mediocre
240,Mediocre,Mediocre,Mediocre,Poor,Mediocre,Mediocre,Acceptable,Poor,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre
241,Mediocre,Mediocre,Mediocre,Mediocre,Acceptable,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre,Mediocre
